date,predicted_sales,predicted_revenue,avg_price
2019-10-31,6420.89046710733,139067.9046563855,21.65866329114268
2019-11-01,8592.289321984354,186097.50132493975,21.65866329114268
2019-11-02,8855.639286279487,191801.30952934248,21.65866329114268
2019-11-03,7399.9377876596445,160272.76091832353,21.65866329114268
2019-11-04,6688.706014748518,144868.431426879,21.65866329114268
2019-11-05,6627.876975169127,143550.95574030536,21.65866329114268
2019-11-06,6511.562787111466,141031.74590518183,21.65866329114268
2019-11-07,6870.462704172248,148805.03836402035,21.65866329114268
2019-11-08,8951.123736046935,193869.37507639566,21.65866329114268
2019-11-09,8831.32244412485,191274.63923281134,21.65866329114268
2019-11-10,7554.909771183253,163629.24692902187,21.65866329114268
2019-11-11,6847.767946514206,148313.50024943074,21.65866329114268
2019-11-12,6620.585672849028,143393.0358784004,21.65866329114268
2019-11-13,6689.007590086759,144874.96314558684,21.65866329114268
